hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 126.246, -30.2354, 126.246, -150.235, 126.246, 89.7646, 0.607229, -30.2356, 0.607229, -150.236, 0.607229, 89.7644
2, 0.00000, 126.354, -30.1958, 126.354, -150.196, 126.354, 89.8042, 0.580336, -30.196, 0.580336, -150.196, 0.580336, 89.804
3, 0.00000, 126.424, -30.1792, 126.424, -150.179, 126.424, 89.8208, 0.397964, -30.1785, 0.397964, -150.178, 0.397964, 89.8215
4, 0.00000, 126.695, -30.104, 126.695, -150.104, 126.695, 89.896, 0.341711, -30.1025, 0.341711, -150.103, 0.341711, 89.8975
5, 0.00000, 126.627, -30.1215, 126.627, -150.121, 126.627, 89.8785, 0.553616, -30.1216, 0.553616, -150.122, 0.553616, 89.8784
6, 0.00000, 126.614, -30.1243, 126.614, -150.124, 126.614, 89.8757, 0.754884, -30.1249, 0.754884, -150.125, 0.754884, 89.8751
7, 0.00000, 126.411, -30.1765, 126.411, -150.176, 126.411, 89.8235, 0.582319, -30.1769, 0.582319, -150.177, 0.582319, 89.8232
8, 0.00000, 125.107, -30.5302, 125.107, -150.53, 125.107, 89.4698, 3.1976, -30.5374, 3.1976, -150.537, 3.1976, 89.4626
9, 0.00000, 125.867, -30.3315, 125.867, -150.331, 125.867, 89.6685, 1.23905, -30.3349, 1.23905, -150.335, 1.23905, 89.6651
10, 0.00000, 125.873, -30.3173, 125.873, -150.317, 125.873, 89.6827, 3.05075, -30.3243, 3.05075, -150.324, 3.05075, 89.6757
11, 0.00000, 126.231, -30.259, 126.231, -150.259, 126.231, 89.741, 0.745611, -30.26, 0.745611, -150.26, 0.745611, 89.74
12, 0.00000, 125.414, -30.4352, 125.414, -150.435, 125.414, 89.5648, 0.795998, -30.4359, 0.795998, -150.436, 0.795998, 89.5641
13, 0.00000, 125.192, -30.4777, 125.192, -150.478, 125.192, 89.5223, 0.955133, -30.4784, 0.955133, -150.478, 0.955133, 89.5216
14, 0.00000, 126.221, -30.2403, 126.221, -150.24, 126.221, 89.7597, 0.894288, -30.2419, 0.894288, -150.242, 0.894288, 89.7581
15, 0.00000, 126.329, -30.198, 126.329, -150.198, 126.329, 89.802, 0.55322, -30.198, 0.55322, -150.198, 0.55322, 89.802
16, 0.00000, 125.753, -30.3472, 125.753, -150.347, 125.753, 89.6528, 4.09629, -30.3541, 4.09629, -150.354, 4.09629, 89.6459
17, 0.00000, 125.214, -30.5005, 125.214, -150.501, 125.214, 89.4995, 2.43463, -30.5039, 2.43463, -150.504, 2.43463, 89.4961
18, 0.00000, 122.857, -31.0808, 122.857, -151.081, 122.857, 88.9192, 6.50292, -31.0952, 6.50292, -151.095, 6.50292, 88.9048
19, 0.00000, 123.561, -30.8846, 123.561, -150.885, 123.561, 89.1154, 6.01488, -30.8978, 6.01488, -150.898, 6.01488, 89.1022
20, 0.00000, 125.067, -30.5585, 125.067, -150.558, 125.067, 89.4415, 3.13571, -30.5633, 3.13571, -150.563, 3.13571, 89.4367
21, 0.00000, 123.996, -30.8103, 123.996, -150.81, 123.996, 89.1897, 6.89821, -30.8255, 6.89821, -150.826, 6.89821, 89.1745
22, 0.00000, 123.772, -30.861, 123.772, -150.861, 123.772, 89.139, 6.22665, -30.8711, 6.22665, -150.871, 6.22665, 89.1289
23, 0.00000, 123.393, -30.9653, 123.393, -150.965, 123.393, 89.0347, 6.35543, -30.9786, 6.35543, -150.979, 6.35543, 89.0214
24, 0.00000, 124.413, -30.6732, 124.413, -150.673, 124.413, 89.3268, 3.17115, -30.6784, 3.17115, -150.678, 3.17115, 89.3216
